Product_Name,Brand,Category,Status,Price_RM,Rating,Comment,Comment_num
HONOR Amazon Sport Pro Red,HONOR,Audio,AVAILABLE,299.0,0.0,-,0
LG UN73 Series 65” 4K Active HDR Smart UHD TV with AI ThinQ® ( 2020 ),LG,TV,AVAILABLE,3599.0,5.0,"['Extra warranty at senheng#31Anniversary,#SenhengKOC', 'good promotion #senhengkoc #31anniversary #grandsenhengsetiaindah#31Anniversary,#SenhengKOC', 'Good service#31Anniversary,#SenhengKOC', ""LG UN7300 is an okay budget 4k TV. Design is decent. It's simple but it has pretty thick bezels that protrude from the screen. The stand is slightly lower-set and I like it better."", 'Great TV viewing experience... With getting fully smart functions.']",5
Sony 65 Inch A8H OLED 4K Ultra HD High Dynamic Range (HDR) Smart TV (Android TV) SNY-KD65A8H,Sony,TV,AVAILABLE,13399.0,0.0,-,0
LG BX 65 inch Class 4K Smart OLED TV w/ AI ThinQ® (64.5'' Diag) OLED65BXPTA,LG,TV,AVAILABLE,8888.0,0.0,-,0
Sony In-Ear Headphones (Blue) - SNY-MDREX15LPLIZE,Sony,Audio,OUT OF STOCK,38.0,0.0,-,0
Hisense 58 Inch 4K UHD A7100F Series TV HSE-58A7100F,Hisense,TV,OUT OF STOCK,1999.0,0.0,-,0
Sony WF-SP700N Wireless Noise Cancelling Headphones Pink,Sony,Wearables,OUT OF STOCK,630.0,0.0,-,0
HUAWEI Sound X,HUAWEI,Audio,AVAILABLE,1299.0,0.0,-,0
Panasonic Street Wireless Headphones 2019 RP-HTX20B (Camel Beige),Panasonic,Audio,OUT OF STOCK,499.0,0.0,-,0
TCL 65-inch 4K UHD TV 65P6US,TCL,TV,OUT OF STOCK,3458.0,0.0,-,0
[Pre-order] Sony DualSense Wireless Controller [ETA: 11 Dec 2020 onward],[Pre-order],Gaming Consoles,OUT OF STOCK,349.0,0.0,-,0
SONY PlayStation 4 Pro God of War™ & The Last of Us™ Remastered Bundle,SONY,Gaming Consoles,OUT OF STOCK,1799.0,0.0,-,0
Sony In-Ear Extra Bass Earphones with Mic (Black) - SNY-MDRXB55AP/BQE,Sony,Audio,OUT OF STOCK,152.0,0.0,-,0
LG GX 65” 4K Smart SELF-LIT OLED TV with AI ThinQ® (2020) LG-OLED65GX,LG,TV,AVAILABLE,17999.0,5.0,"['I purchased this a week ago , very good quality 4K TV with slimness in design. Used to have thicker LG UHD TV and I think its way better than my last TV. Its still working well but i bought this for purpose of display, making wall design better. Having never owned an OLED TV in the past, I was unsure just how amazing an OLED TV will be, and let me just say that what I experienced, and what I was expecting was totally blown out of the water by the amazing stunning quality picture that this TV produces.', ""I was beyond thankful when this TV arrived. Having read up on it I knew I was in for a treat once it was set up. I was fortunate enough to have it professionally installed that was well versed in this particular TV and it's new, custom flush mount bracket.\n\nOnce it was hung, it really did look beautiful on the wall. This was already replacing another big brand TV that I thought had a great picture until I saw this GX turned on. WOW. Everything about this TV is top-notch. Great picture, perfect blacks, and the gaming mode works great between our systems.""]",2
Sony In-Ear Headphones (White) - SNY-MDREX15LPWZE,Sony,Audio,OUT OF STOCK,38.0,0.0,-,0
LG SN11R 770W 7.1.4ch Hi-Res Dolby Atmos Sound Bar with Meridian Technology LG-SN11R,LG,Audio,AVAILABLE,4599.0,0.0,-,0
Sony Sports In-Ear Headphones (Pink) - SNY-MDRAS410APPQE,Sony,Audio,AVAILABLE,108.0,0.0,-,0
Apple EarPods with Lightning Connector,Apple,Audio,AVAILABLE,99.0,0.0,-,0
Samsung 65 Inch TU8000 4K UHD Smart TV (2020),Samsung,TV,OUT OF STOCK,3499.0,5.0,"['undefined#31Anniversary,#SenhengKOC', 'Good service at senheng segamat#31Anniversary,#SenhengKOC', 'Senheng taman 1 lagenda good#31Anniversary,#SenhengKOC', 'The staff is friendly and helpful. #senhengkoc#grandsenhengtamanmutiara#31Anniversary,#SenhengKOC']",4
Beats Solo3 Wireless On-Ear Headphones Beats Pop Collection Pop Magenta BTS-MRRG2PA/A,Beats,Audio,OUT OF STOCK,1179.0,0.0,-,0
Sony Sport In-Ear Headphones (Blue) MDR-AS210APLQE,Sony,Audio,OUT OF STOCK,76.0,0.0,-,0
BeatsX Earphones Black BTS-MTH52ZP/A,BeatsX,Audio,AVAILABLE,479.0,0.0,-,0
Sony In-Ear Extra Bass Earphones with Mic (Green) - SNY-MDRXB55AP/GQE,Sony,Audio,OUT OF STOCK,152.0,0.0,-,0
Samsung 55 Inch Q80T QLED 4K Smart TV (2020) SAM-QA55Q80TA,Samsung,TV,AVAILABLE,5799.0,0.0,-,0
Beats Studio3 Wireless Over-Ear Headphones The Beats Decade Collection Defiant Black-Red BTS-MRQ82PA/A,Beats,Audio,OUT OF STOCK,1429.0,0.0,-,0
Sony Extra Bass On-Ear Headphones (Green) - SNY-MDRXB550APGCE,Sony,Audio,OUT OF STOCK,195.0,0.0,-,0
Sharp 42-Inch Full HD TV 2TC42BD1X,Sharp,TV,AVAILABLE,999.0,0.0,-,0
HONOR Amazon Sport Pro Phantom Grey,HONOR,Audio,AVAILABLE,299.0,0.0,-,0
TCL 43-inch FHD AI SMART TV 43S6800,TCL,TV,OUT OF STOCK,1558.0,0.0,-,0
Sony Wireless Headphone SNY-WHCH510/BZE,Sony,Audio,OUT OF STOCK,168.0,0.0,-,0
Cento TV Stand Bracket With Wheels VMST04,Cento,Accessories,AVAILABLE,549.0,0.0,-,0
Sharp 50-inch Full HD Basic TV 2TC50AD1X,Sharp,TV,AVAILABLE,1499.0,0.0,-,0
Sony Extra Bass On-Ear Headphones (White) - SNY-MDRXB550APWCE,Sony,Audio,OUT OF STOCK,195.0,0.0,-,0
LG SN9Y 520W 5.1.2ch Hi-Res Dolby Atmos Sound Bar with Meridian Technology LG-SN9Y,LG,Audio,AVAILABLE,3699.0,0.0,-,0
Sony WF-SP700N Wireless Noise Cancelling Headphones Yellow,Sony,Wearables,AVAILABLE,630.0,0.0,-,0
Sony XB12 Extra Bass Portable Bluetooth Speaker SRS-XB12,Sony,Audio,AVAILABLE,169.0,0.0,-,0
Haier 65-Inch UHD Android TV LE65U6900UG,Haier,TV,AVAILABLE,2833.0,0.0,-,0
Beats Solo3 Wireless Headphones Mickey’s 90th Anniversary Edition,Beats,Audio,OUT OF STOCK,1299.0,0.0,-,0
Sony HT-X8500 Bluetooth Single Sound Bar with Dolby Atmos SNY-HTX8500,Sony,Audio,AVAILABLE,1399.0,0.0,-,0
Sony Sports Wireless In-Ear Headphones (White) SNY-WISP600N/WME,Sony,Audio,AVAILABLE,553.0,0.0,-,0
Cento Bracket Wall Mount - Fixed BRK-LCD6070,Cento,Accessories,AVAILABLE,225.0,0.0,-,0
"Cento 40""-60"" Full Motion Mount CT-PLCD.PLB109B",Cento,Accessories,AVAILABLE,379.0,0.0,-,0
LG UN70 Series 55 Inch HDR Smart UHD TV (2020) LG-55UN7000,LG,TV,AVAILABLE,2399.0,4.0,"['It is an okay overall TV. Its providing wide angle and good for TV shows and sports games too. Just fit for my daily usage.', 'I brought this a month ago, I am enjoying all the excellent features. So far had a very good and positive experience.']",2
Sony In-ear Headphones - MDR-EX155AP (Red),Sony,Audio,AVAILABLE,110.0,0.0,-,0
LG UN74 Series 65” 4K Active HDR Smart UHD TV with AI ThinQ® (2020) LG-65UN7400,LG,TV,AVAILABLE,4249.0,4.0,"['Goodservice #senQ #suteramall #Johor#31Anniversary,#SenhengKOC', 'When this tv arrived it changed my total experience . The sound quality is amazing . The picture is clear and bright . It gives a virtual reality vibe when playing video games . An immersive experience in a television really gets your attention. The extra tv channels really entertains the kids', 'For the price has great pictures, sounds, and features!! I’ve had if for a few months and so far no problems at all.', 'Tq senheng lagenda#31Anniversary,#SenhengKOC']",4
Samsung 75 Inch Q95T QLED 4K Smart TV (2020) SAM-QA75Q95TA,Samsung,TV,AVAILABLE,19999.0,0.0,-,0
Promate Chill PRO-6959144046563 Blue,Promate,Audio,AVAILABLE,79.0,0.0,-,0
Sony WF-SP900 Sports Wireless Headphones (Black),Sony,Wearables,OUT OF STOCK,980.0,0.0,-,0
Sony 75 Inch X80H 4K Ultra HD High Dynamic Range (HDR) Smart TV (Android TV) SNY-KD75X8000H,Sony,TV,AVAILABLE,7999.0,5.0,"['Efficient service senheng temerloh#31Anniversary,#SenhengKOC']",1
Sharp AQUOS 80 Inch 4K UHD Android TV 4TC80CL1X,Sharp,TV,AVAILABLE,14999.0,0.0,-,0
Sharp 45-Inch Android Full HD TV 2TC45BG1X,Sharp,TV,AVAILABLE,1799.0,0.0,-,0
Sony ZX Series Stereo Headphone With Mic (White) SNY-MDRZX110APWCE,Sony,Audio,OUT OF STOCK,80.0,0.0,-,0
Haier 50-Inch UHD Android TV LE50U6900UG,Haier,TV,AVAILABLE,1699.0,0.0,-,0
Sony In-Ear Headphones with Mic (Red) - SNY-MDREX255APRQE,Sony,Audio,AVAILABLE,144.0,0.0,-,0
"MasterLink 26""-43"" Full Motion Mount MSL-602SUT",MasterLink,Accessories,AVAILABLE,350.0,0.0,-,0
Sony In-ear Headphones - MDR-EX155AP (Light Blue),Sony,Audio,AVAILABLE,110.0,0.0,-,0
Sony Walkman with Built-in USB (Blue) NWZB183F/LC,Sony,Audio,OUT OF STOCK,169.0,0.0,-,0
Sony Walkman® WS Series (Black) NWWS623/BME,Sony,Audio,OUT OF STOCK,535.0,0.0,-,0
Pensonic MYTV Broadcasting Advance Decoder IR 9410,Pensonic,Accessories,OUT OF STOCK,160.0,0.0,-,0
Sony 65 Inch X75H 4K Ultra HD HDR Smart TV SNY-KD65X7500H,Sony,TV,OUT OF STOCK,3799.0,5.0,"['Great promotions and good services #SENHENGFARLIM #SENHENGKOC #31ANNIVERSARY #31Anniversary,#SenhengKOC']",1
Sony Sport In-Ear Headphones (Yellow) - SNY-MDRAS210APYQE,Sony,Audio,OUT OF STOCK,76.0,0.0,-,0
Sony Wired Headphones with Lightweight Adjustable (Black) SNY-MDRZX310/BQE,Sony,Audio,OUT OF STOCK,89.0,0.0,-,0
LG UN70 Series 43 Inch HDR Smart UHD TV ( 2020) LG-43UN7000,LG,TV,AVAILABLE,1599.0,4.0,"['Good job #31Anniversary,#SenhengKOC', 'save money, save times and good services.#31Anniversary,#SenhengKOC', 'I am very happy with it so far I have owned it for a little over 2weeks gaming on it though my pc is amazing in 4k 120 the picture is absolutely stunning and you can see everything little detail even individual hairs the TV its self is fast has great wifi connection', 'Services guarantee if any problems happen.#senhengkoc#gransenhengtamanmutiara#31Anniversary,#SenhengKOC', 'I need a sub TV at my home, Size is just right! price when I got it was a steal! Might purchase the bigger version in a few days if i see a good deal.', 'Had it for 2 months. Vivid color. Like remote']",6
Panasonic 65 Inch HZ1000 OLED 4K Pro UHD Smart TV TH-65HZ1000K,Panasonic,TV,AVAILABLE,13999.0,0.0,-,0
Rapoo A100 Bluetooth Mini Speaker RAP-A100/BLK,Rapoo,Audio,AVAILABLE,159.0,0.0,-,0
Sony HTZ9F 400W 3.1-Channel Network Soundbar System,Sony,Audio,AVAILABLE,2777.0,0.0,-,0
CUBE PS4 Dock - Dual Controller Charging Stand,CUBE,Gaming Consoles,OUT OF STOCK,121.0,0.0,-,0
Sony 55 Inch X90H Full Array LED 4K Ultra HD High Dynamic Range (HDR) Smart TV (Android TV) SNY-KD55X9000H,Sony,TV,OUT OF STOCK,3999.0,0.0,-,0
Samsung 55 Inch The Frame QLED 4K Smart Lifestyle TV (2020) SAM-QA55LS03TA,Samsung,TV,AVAILABLE,4999.0,0.0,-,0
Beats Solo3 Wireless On-Ear Headphones The Beats Decade Collection - (Satin Gold) BTS-MUH42PA/A,Beats,Audio,OUT OF STOCK,1179.0,0.0,-,0
"MasterLink 26""-40"" Full Motion Mount MSL-2643FM602",MasterLink,Accessories,AVAILABLE,197.0,0.0,-,0
Panasonic 55 Inch HZ1000 OLED 4K Pro UHD Smart TV TH-55HZ1000K,Panasonic,TV,AVAILABLE,7999.0,0.0,-,0
Sony 5.1ch Home Cinema Soundbar System with Bluetooth® technology HT-S500RF,Sony,Audio,AVAILABLE,1599.0,5.0,"['Wide range of electrical and electronic products, attractive promotion. #31Anniversary,#SenhengKOC']",1
Powerbeats3 Wireless Earphones The Beats Decade Collection - Defiant Black-Red BTS-MRQ92PA/A,Powerbeats3,Audio,AVAILABLE,769.0,0.0,-,0
Sony 2ch Single Sound Bar with Bluetooth® Technology HT-S100F,Sony,Audio,AVAILABLE,379.0,5.0,"['servicegood#happyatsenheng#senhengbukitmertajam#31Anniversary,#SenhengKOC']",1
Sony 3D Blu Ray SNY-BDVN9200,Sony,DVD Players,AVAILABLE,2299.0,0.0,-,0
LG SN6Y 420W 3.1ch Hi-Res Sound Bar with DTS Virtual X & Bluetooth® Connectivity,LG,Audio,AVAILABLE,1499.0,0.0,-,0
MSI Gaming Controller Force GC30,MSI,Gaming Consoles,OUT OF STOCK,230.0,0.0,-,0
Sony V73D High Power Audio System with BLUETOOTH® Technology SNY-MHCV73D,Sony,Audio,AVAILABLE,2099.0,5.0,"['Grand senheng pandamaran good service #senhengkoc #31annieversary #grandsenhengpandamaran#31Anniversary,#SenhengKOC']",1
Sony Sports In-Ear Headphones (Black) - SNY-MDRAS410APBQE,Sony,Audio,OUT OF STOCK,108.0,0.0,-,0
Sony In-Ear Headphones (Light Blue) - SNY-MDREX155/LQE,Sony,Audio,OUT OF STOCK,67.0,0.0,-,0
LG UN81 Series 75” 4K Active HDR Smart UHD TV with AI ThinQ® ( 2020 ) LG-75UN8100,LG,TV,AVAILABLE,8299.0,5.0,['Bought this about a month ago and have been very pleased with the picture and the magic remote. The sound quality is also very good but I am still considering a soundbar'],1
Sony In-Ear Headphones (Gold) SNY-MDREX155/NQE,Sony,Audio,OUT OF STOCK,67.0,0.0,-,0
Sony Sports In-Ear Headphones (Yellow) - SNY-MDRAS410APYQE,Sony,Audio,AVAILABLE,108.0,0.0,-,0
Sony Wired Headphones with Lightweight Adjustable (Blue) SNY-MDRZX310/LQE,Sony,Audio,OUT OF STOCK,89.0,0.0,-,0
"MasterLink 26""-43"" Fixed Mount MSL-2643FX500",MasterLink,Accessories,OUT OF STOCK,74.0,0.0,-,0
[Pre-order] Sony DualSense Charging Station [ETA: 11 Dec 2020 onward],[Pre-order],Gaming Consoles,OUT OF STOCK,149.0,0.0,-,0
Sony Extra Bass In-Ear Headphones (Blue) - SNY-MDRXB510ASLQE,Sony,Audio,OUT OF STOCK,169.0,0.0,-,0
Sony In-Ear Headphones (Violet) - SNY-MDREX15LPVZE,Sony,Audio,OUT OF STOCK,38.0,0.0,-,0
Sony Wired Headphones with Lightweight Adjustable (Red) SNY-MDRZX310/RQE,Sony,Audio,OUT OF STOCK,89.0,0.0,-,0
Sony PlayStation 4 Mega Pack,Sony,Gaming Consoles,OUT OF STOCK,1349.0,5.0,"['good#31Anniversary,#SenhengKOC']",1
Sony In-Ear Headphones (White) - SNY-MDREX155/WQE,Sony,Audio,OUT OF STOCK,67.0,0.0,-,0
Sony Extra Bass In-Ear Headphones (Red) - SNY-MDRXB510ASRQE,Sony,Audio,OUT OF STOCK,169.0,0.0,-,0
LG NANO86 55’’ NanoCell 4K Smart TV with AI ThinQ® (2020) LG-55NANO86,LG,TV,AVAILABLE,5199.0,5.0,"[""I've purchased my TV for my family. This TV caught my attention. Very thin TV. It was unbelievably lightweight and very well built. Mounting the TV to the wall was easy. My family loves easy platforms to access the applications they want. This is a must buy and looking to buy again. You get what you pay for and I'm happy with my purchase. I started using the tv for gaming and movie streaming. It has an amazing color for games!! The volume is great and you don't have to turn it all the way up.""]",1
Sony 2.1ch Soundbar with powerful wireless subwoofer and BLUETOOTH technology,Sony,Audio,AVAILABLE,699.0,5.0,"['Good service #grandsenhengtemerloh#31Anniversary,#SenhengKOC', 'undefined#SenhengKOC,#31Anniversary', 'undefined#31Anniversary,#SenhengKOC', 'Senheng love me too.. we love each other so much. xoxo#31Anniversary,#SenhengKOC']",4
Hisense 43 Inch Full HD Android A6000F Series HSE-43A6000F,Hisense,TV,OUT OF STOCK,1199.0,0.0,-,0
Sony Extra Bass On-Ear Headphones (Red) - SNY-MDRXB550APRCE,Sony,Audio,OUT OF STOCK,195.0,0.0,-,0
